Reporter,Partner,ExportRP
Kyrgyz Republic,Argentina,0.0
Lao PDR,Argentina,0.0
Lebanese Republic,Argentina,0.0
Latvia,Argentina,0.0
Libya,Argentina,0.0
Lithuania,Argentina,0.0
Luxembourg,Argentina,0.0
Macao,Argentina,0.0
Malaysia,Argentina,47627584.4288
Mali,Argentina,0.0
Malta,Argentina,0.0
Mauritius,Argentina,0.0
Mexico,Argentina,3117256.0624
Mongolia,Argentina,0.0
Moldova,Argentina,0.0
Morocco,Argentina,127756.39600000001
Mozambique,Argentina,0.0
Oman,Argentina,0.0
Namibia,Argentina,0.0
Nepal,Argentina,0.0
Netherlands,Argentina,178858.9544
New Zealand,Argentina,0.0
Nicaragua,Argentina,0.0
Nigeria,Argentina,0.0
Norway,Argentina,894294.772
Pakistan,Argentina,0.0
Panama,Argentina,0.0
Paraguay,Argentina,0.0
Peru,Argentina,0.0
Philippines,Argentina,1481974.1935999999
Poland,Argentina,25551.2792
Portugal,Argentina,0.0
Qatar,Argentina,0.0
Romania,Argentina,25551.2792
Russian Federation,Argentina,0.0
Saudi Arabia,Argentina,0.0
Senegal,Argentina,0.0
Singapore,Argentina,1252012.6808
Slovak Republic,Argentina,127756.39600000001
Viet Nam,Argentina,31300317.02
Slovenia,Argentina,25551.2792
South Africa,Argentina,0.0
Zimbabwe,Argentina,0.0
Spain,Argentina,127756.39600000001
Sudan,Argentina,0.0
Sweden,Argentina,25551.2792
Switzerland,Argentina,102205.1168
Thailand,Argentina,6387819.800000001
Trinidad and Tobago,Argentina,0.0
United Arab Emirates,Argentina,0.0
Tunisia,Argentina,204410.2336
Turkey,Argentina,0.0
Uganda,Argentina,0.0
Ukraine,Argentina,0.0
North Macedonia,Argentina,0.0
Egypt,Argentina,0.0
United Kingdom,Argentina,127756.39600000001
Tanzania,Argentina,0.0
USA,Argentina,2069653.6152
Uruguay,Argentina,153307.6752
Uzbekistan,Argentina,0.0
Venezuela,Argentina,0.0
Serbia,Argentina,0.0
Zambia,Argentina,0.0
,Argentina,25551.2792
,Argentina,255512792.0
Afghanistan,Australia,0.0
Albania,Australia,0.0
Algeria,Australia,0.0
Angola,Australia,0.0
Azerbaijan,Australia,0.0
Argentina,Australia,0.0
Austria,Australia,18972942.7392
Bahrain,Australia,0.0
Bangladesh,Australia,0.0
Armenia,Australia,0.0
Belgium,Australia,2616957.6191999996
Bolivia,Australia,0.0
Bosnia & Herzegovina,Australia,0.0
Botswana,Australia,0.0
Brazil,Australia,0.0
Brunei Darussalam,Australia,0.0
Bulgaria,Australia,218079.8016
Myanmar,Australia,0.0
Belarus,Australia,0.0
Cambodia,Australia,0.0
Cameroon,Australia,0.0
Canada,Australia,5451995.04
Sri Lanka,Australia,0.0
Chile,Australia,0.0
China,Australia,1508239907.8655999
Taipei,Australia,135209476.992
Colombia,Australia,436159.6032
Congo (DRC),Australia,0.0
Costa Rica,Australia,872319.2064
Croatia,Australia,218079.8016
Cuba,Australia,0.0
Cyprus,Australia,0.0
Czech Republic,Australia,872319.2064
Denmark,Australia,872319.2064
Dominican Republic,Australia,218079.8016
Ecuador,Australia,0.0
El Salvador,Australia,0.0
Ethiopia,Australia,0.0
Estonia,Australia,0.0
Finland,Australia,436159.6032
France,Australia,11122069.8816
Georgia,Australia,0.0
Germany,Australia,23116458.9696
Ghana,Australia,0.0
Greece,Australia,218079.8016
Guatemala,Australia,0.0
Honduras,Australia,0.0
Hong Kong,Australia,18754862.9376
Hungary,Australia,654239.4047999999
Iceland,Australia,0.0
India,Australia,1526558.6112
Indonesia,Australia,436159.6032
Iran,Australia,0.0
Ireland,Australia,1526558.6112
Israel,Australia,6542394.048
Italy,Australia,2616957.6191999996
Côte d'Ivoire,Australia,0.0
Japan,Australia,11994389.088
Kazakhstan,Australia,0.0
Jordan,Australia,0.0
Kenya,Australia,0.0
Korea,Australia,77200249.76640001
Kuwait,Australia,0.0
Kyrgyz Republic,Australia,0.0
Lao PDR,Australia,0.0
Lebanese Republic,Australia,0.0
Latvia,Australia,2180798.016
Libya,Australia,0.0
Lithuania,Australia,0.0
Luxembourg,Australia,0.0
Macao,Australia,0.0
Malaysia,Australia,84833042.82239999
Mali,Australia,0.0
Malta,Australia,218079.8016
Mauritius,Australia,0.0
Mexico,Australia,18754862.9376
Mongolia,Australia,0.0
Moldova,Australia,0.0
Morocco,Australia,436159.6032
Mozambique,Australia,0.0
Oman,Australia,0.0
Namibia,Australia,0.0
Nepal,Australia,0.0
Netherlands,Australia,1526558.6112
New Zealand,Australia,2398877.8176
Nicaragua,Australia,0.0
Nigeria,Australia,0.0
Norway,Australia,218079.8016
Pakistan,Australia,0.0
Panama,Australia,0.0
Paraguay,Australia,0.0
Peru,Australia,0.0
Philippines,Australia,22680299.3664
Poland,Australia,1308478.8095999998
Portugal,Australia,0.0
Qatar,Australia,0.0
Romania,Australia,0.0
Russian Federation,Australia,0.0
Saudi Arabia,Australia,0.0
Senegal,Australia,0.0
Singapore,Australia,43615960.32
Slovak Republic,Australia,3925436.4288
Viet Nam,Australia,52339152.384
Slovenia,Australia,218079.8016
South Africa,Australia,218079.8016
Zimbabwe,Australia,0.0
Spain,Australia,2616957.6191999996
Sudan,Australia,0.0
Sweden,Australia,1526558.6112
Switzerland,Australia,10249750.6752
Thailand,Australia,22898379.168
Trinidad and Tobago,Australia,0.0
United Arab Emirates,Australia,1744638.4128
Tunisia,Australia,0.0
Turkey,Australia,218079.8016
Uganda,Australia,0.0
Ukraine,Australia,0.0
North Macedonia,Australia,0.0
Egypt,Australia,0.0
United Kingdom,Australia,8287032.4608
Tanzania,Australia,0.0
USA,Australia,64769701.0752
Uruguay,Australia,0.0
Uzbekistan,Australia,0.0
Venezuela,Australia,0.0
Serbia,Australia,1962718.2144
Zambia,Australia,0.0
,Australia,872319.2064
,Australia,2180798016.0
Afghanistan,Austria,0.0
Albania,Austria,0.0
Algeria,Austria,0.0
Angola,Austria,0.0
Azerbaijan,Austria,0.0
Argentina,Austria,0.0
Australia,Austria,607104.7128
Bahrain,Austria,0.0
Bangladesh,Austria,0.0
Armenia,Austria,0.0
Belgium,Austria,11939726.0184
Bolivia,Austria,0.0
Bosnia & Herzegovina,Austria,809472.9504000001
Botswana,Austria,0.0
Brazil,Austria,202368.23760000002
Brunei Darussalam,Austria,0.0
Bulgaria,Austria,3642628.2768
Myanmar,Austria,0.0
Belarus,Austria,0.0
Cambodia,Austria,0.0
Cameroon,Austria,0.0
Canada,Austria,2226050.6136000003
Sri Lanka,Austria,0.0
Chile,Austria,0.0
China,Austria,380452286.688
Taipei,Austria,134979614.4792
Colombia,Austria,0.0
Congo (DRC),Austria,0.0
Costa Rica,Austria,809472.9504000001
Croatia,Austria,81352031.5152
Cuba,Austria,0.0
Cyprus,Austria,0.0
Czech Republic,Austria,14165776.632000001
Denmark,Austria,2428418.8512
Dominican Republic,Austria,0.0
Ecuador,Austria,0.0
El Salvador,Austria,0.0
Ethiopia,Austria,0.0
Estonia,Austria,202368.23760000002
Finland,Austria,2428418.8512
France,Austria,8499465.9792
Georgia,Austria,0.0
Germany,Austria,564607382.904
Ghana,Austria,0.0
Greece,Austria,2023682.376
Guatemala,Austria,0.0
Honduras,Austria,0.0
Hong Kong,Austria,9713675.4048
Hungary,Austria,27926816.7888
Iceland,Austria,0.0
India,Austria,54437055.914400004
Indonesia,Austria,2630787.0888
Iran,Austria,0.0
Ireland,Austria,3237891.8016000004
Israel,Austria,2226050.6136000003
Italy,Austria,26105502.6504
Côte d'Ivoire,Austria,0.0
Japan,Austria,70221778.4472
Kazakhstan,Austria,0.0
Jordan,Austria,0.0
Kenya,Austria,0.0
Korea,Austria,51603900.588
Kuwait,Austria,0.0
Kyrgyz Republic,Austria,0.0
Lao PDR,Austria,0.0
Lebanese Republic,Austria,0.0
Latvia,Austria,0.0
Libya,Austria,0.0
Lithuania,Austria,202368.23760000002
Luxembourg,Austria,404736.47520000004
Macao,Austria,202368.23760000002
Malaysia,Austria,109683584.7792
Mali,Austria,0.0
Malta,Austria,1214209.4256
Mauritius,Austria,0.0
Mexico,Austria,7892361.2664
Mongolia,Austria,0.0
Moldova,Austria,1214209.4256
Morocco,Austria,2226050.6136000003
Mozambique,Austria,0.0
Oman,Austria,0.0
Namibia,Austria,0.0
Nepal,Austria,0.0
Netherlands,Austria,25498397.9376
New Zealand,Austria,3035523.5640000002
Nicaragua,Austria,0.0
Nigeria,Austria,0.0
Norway,Austria,202368.23760000002
Pakistan,Austria,0.0
Panama,Austria,0.0
Paraguay,Austria,0.0
Peru,Austria,0.0
Philippines,Austria,93089389.296
Poland,Austria,2023682.376
Portugal,Austria,607104.7128
Qatar,Austria,0.0
Romania,Austria,91672811.6328
Russian Federation,Austria,0.0
Saudi Arabia,Austria,0.0
Senegal,Austria,0.0
Singapore,Austria,19427350.8096
Slovak Republic,Austria,8297097.7416
Viet Nam,Austria,8297097.7416
Slovenia,Austria,16594195.4832
South Africa,Austria,0.0
Zimbabwe,Austria,0.0
Spain,Austria,3844996.5144
Sudan,Austria,0.0
Sweden,Austria,2833155.3264
Switzerland,Austria,19427350.8096
Thailand,Austria,30557603.8776
Trinidad and Tobago,Austria,0.0
United Arab Emirates,Austria,0.0
Tunisia,Austria,404736.47520000004
Turkey,Austria,202368.23760000002
Uganda,Austria,0.0
Ukraine,Austria,0.0
North Macedonia,Austria,0.0
Egypt,Austria,0.0
United Kingdom,Austria,11130253.068
Tanzania,Austria,0.0
USA,Austria,90863338.6824
Uruguay,Austria,0.0
Uzbekistan,Austria,0.0
Venezuela,Austria,0.0
Serbia,Austria,12749198.9688
Zambia,Austria,0.0
,Austria,0.0
,Austria,2023682376.0
Afghanistan,Bahamas,0.0
Albania,Bahamas,0.0
Algeria,Bahamas,0.0
Angola,Bahamas,0.0
Azerbaijan,Bahamas,0.0
Argentina,Bahamas,0.0
Australia,Bahamas,0.0
Austria,Bahamas,0.0
Bahrain,Bahamas,0.0
Bangladesh,Bahamas,0.0
Armenia,Bahamas,0.0
Belgium,Bahamas,0.0
Bolivia,Bahamas,0.0
Bosnia & Herzegovina,Bahamas,0.0
Botswana,Bahamas,0.0
Brazil,Bahamas,0.0
Brunei Darussalam,Bahamas,0.0
Bulgaria,Bahamas,0.0
Myanmar,Bahamas,0.0
Belarus,Bahamas,0.0
Cambodia,Bahamas,0.0
Cameroon,Bahamas,0.0
Canada,Bahamas,34594.6158
Sri Lanka,Bahamas,0.0
Chile,Bahamas,0.0
China,Bahamas,20234.5866
Taipei,Bahamas,0.0
Colombia,Bahamas,0.0
Congo (DRC),Bahamas,0.0
Costa Rica,Bahamas,179500.365
Croatia,Bahamas,0.0
Cuba,Bahamas,0.0
Cyprus,Bahamas,0.0
Czech Republic,Bahamas,0.0
Denmark,Bahamas,0.0
Dominican Republic,Bahamas,0.0
Ecuador,Bahamas,0.0
El Salvador,Bahamas,0.0
Ethiopia,Bahamas,0.0
Estonia,Bahamas,0.0
Finland,Bahamas,0.0
France,Bahamas,0.0
Georgia,Bahamas,0.0
Germany,Bahamas,142621.1991
Ghana,Bahamas,0.0
Greece,Bahamas,0.0
Guatemala,Bahamas,0.0
Honduras,Bahamas,0.0
Hong Kong,Bahamas,326.3643
Hungary,Bahamas,0.0
Iceland,Bahamas,0.0
India,Bahamas,326.3643
Indonesia,Bahamas,0.0
Iran,Bahamas,0.0
Ireland,Bahamas,0.0
Israel,Bahamas,0.0
Italy,Bahamas,0.0
Côte d'Ivoire,Bahamas,0.0
Japan,Bahamas,2610.9144
Kazakhstan,Bahamas,0.0
Jordan,Bahamas,0.0
Kenya,Bahamas,0.0
Korea,Bahamas,0.0
Kuwait,Bahamas,0.0
Kyrgyz Republic,Bahamas,0.0
Lao PDR,Bahamas,0.0
Lebanese Republic,Bahamas,0.0
Latvia,Bahamas,0.0
Libya,Bahamas,0.0
Lithuania,Bahamas,0.0
Luxembourg,Bahamas,0.0
Macao,Bahamas,0.0
Malaysia,Bahamas,0.0
Mali,Bahamas,0.0
Malta,Bahamas,0.0
Mauritius,Bahamas,0.0
Mexico,Bahamas,0.0
Mongolia,Bahamas,0.0
Moldova,Bahamas,0.0
Morocco,Bahamas,0.0
Mozambique,Bahamas,0.0
Oman,Bahamas,0.0
Namibia,Bahamas,0.0
Nepal,Bahamas,0.0
Netherlands,Bahamas,0.0
New Zealand,Bahamas,0.0
Nicaragua,Bahamas,0.0
Nigeria,Bahamas,0.0
Norway,Bahamas,0.0
Pakistan,Bahamas,0.0
Panama,Bahamas,0.0
Paraguay,Bahamas,0.0
Peru,Bahamas,0.0
Philippines,Bahamas,0.0
Poland,Bahamas,0.0
Portugal,Bahamas,0.0
Qatar,Bahamas,0.0
Romania,Bahamas,0.0
Russian Federation,Bahamas,0.0
Saudi Arabia,Bahamas,0.0
Senegal,Bahamas,0.0
Singapore,Bahamas,151433.03519999998
Slovak Republic,Bahamas,0.0
Viet Nam,Bahamas,0.0
Slovenia,Bahamas,0.0
South Africa,Bahamas,0.0
Zimbabwe,Bahamas,0.0
Spain,Bahamas,0.0
Sudan,Bahamas,0.0
Sweden,Bahamas,0.0
Switzerland,Bahamas,0.0
Thailand,Bahamas,0.0
Trinidad and Tobago,Bahamas,0.0
United Arab Emirates,Bahamas,0.0
Tunisia,Bahamas,0.0
Turkey,Bahamas,0.0
Uganda,Bahamas,0.0
Ukraine,Bahamas,0.0
North Macedonia,Bahamas,0.0
Egypt,Bahamas,0.0
United Kingdom,Bahamas,2610.9144
Tanzania,Bahamas,0.0
USA,Bahamas,2720572.8048
Uruguay,Bahamas,0.0
Uzbekistan,Bahamas,0.0
Venezuela,Bahamas,0.0
Serbia,Bahamas,0.0
Zambia,Bahamas,0.0
,Bahamas,8159.1075
,Bahamas,3263643.0
Afghanistan,Bahrain,0.0
Albania,Bahrain,0.0
Algeria,Bahrain,0.0
Angola,Bahrain,0.0
Azerbaijan,Bahrain,0.0
Argentina,Bahrain,0.0
Australia,Bahrain,6047.636
Austria,Bahrain,21771.4896
Bangladesh,Bahrain,0.0
Armenia,Bahrain,0.0
Belgium,Bahrain,7257.163199999999
Bolivia,Bahrain,0.0
Bosnia & Herzegovina,Bahrain,0.0
Botswana,Bahrain,0.0
Brazil,Bahrain,0.0
Brunei Darussalam,Bahrain,0.0
Bulgaria,Bahrain,2419.0544
Myanmar,Bahrain,0.0
Belarus,Bahrain,0.0
Cambodia,Bahrain,0.0
Cameroon,Bahrain,0.0
Canada,Bahrain,52009.6696
Sri Lanka,Bahrain,1209.5272
Chile,Bahrain,0.0
China,Bahrain,5138071.5456
Taipei,Bahrain,73781.15920000001
Colombia,Bahrain,4838.1088
Congo (DRC),Bahrain,0.0
Costa Rica,Bahrain,15723.853599999999
Croatia,Bahrain,0.0
Cuba,Bahrain,0.0
Cyprus,Bahrain,0.0
Czech Republic,Bahrain,62895.414399999994
Denmark,Bahrain,58057.30559999999
Dominican Republic,Bahrain,0.0
Ecuador,Bahrain,0.0
El Salvador,Bahrain,0.0
Ethiopia,Bahrain,0.0
Estonia,Bahrain,1209.5272
Finland,Bahrain,1209.5272
France,Bahrain,603554.0728
Georgia,Bahrain,0.0
Germany,Bahrain,267305.5112
Ghana,Bahrain,0.0
Greece,Bahrain,2419.0544
Guatemala,Bahrain,0.0
Honduras,Bahrain,0.0
Hong Kong,Bahrain,12095.272
Hungary,Bahrain,4838.1088
Iceland,Bahrain,0.0
India,Bahrain,146352.7912
Indonesia,Bahrain,1209.5272
Iran,Bahrain,0.0
Ireland,Bahrain,0.0
Israel,Bahrain,0.0
Italy,Bahrain,56847.7784
Côte d'Ivoire,Bahrain,0.0
Japan,Bahrain,424544.0472
Kazakhstan,Bahrain,0.0
Jordan,Bahrain,0.0
Kenya,Bahrain,0.0
Korea,Bahrain,508001.42400000006
Kuwait,Bahrain,1209.5272
Kyrgyz Republic,Bahrain,0.0
Lao PDR,Bahrain,0.0
Lebanese Republic,Bahrain,20561.9624
Latvia,Bahrain,1209.5272
Libya,Bahrain,0.0
Lithuania,Bahrain,1209.5272
Luxembourg,Bahrain,0.0
Macao,Bahrain,0.0
Malaysia,Bahrain,355600.99679999996
Mali,Bahrain,0.0
Malta,Bahrain,0.0
Mauritius,Bahrain,0.0
Mexico,Bahrain,21771.4896
Mongolia,Bahrain,0.0
Moldova,Bahrain,0.0
Morocco,Bahrain,0.0
Mozambique,Bahrain,0.0
Oman,Bahrain,0.0
Namibia,Bahrain,0.0
Nepal,Bahrain,0.0
Netherlands,Bahrain,50800.1424
New Zealand,Bahrain,2419.0544
Nicaragua,Bahrain,0.0
Nigeria,Bahrain,0.0
Norway,Bahrain,1209.5272
Pakistan,Bahrain,0.0
Panama,Bahrain,0.0
Paraguay,Bahrain,0.0
Peru,Bahrain,0.0
Philippines,Bahrain,16933.3808
Poland,Bahrain,1128488.8776
Portugal,Bahrain,19352.4352
Qatar,Bahrain,0.0
Romania,Bahrain,38704.8704
Russian Federation,Bahrain,12095.272
Saudi Arabia,Bahrain,21771.4896
Senegal,Bahrain,0.0
Singapore,Bahrain,714830.5752
Slovak Republic,Bahrain,2419.0544
Viet Nam,Bahrain,13304.799200000001
Slovenia,Bahrain,1209.5272
South Africa,Bahrain,1209.5272
Zimbabwe,Bahrain,0.0
Spain,Bahrain,128209.8832
Sudan,Bahrain,0.0
Sweden,Bahrain,2419.0544
Switzerland,Bahrain,64104.9416
Thailand,Bahrain,4838.1088
Trinidad and Tobago,Bahrain,0.0
United Arab Emirates,Bahrain,1124860.296
Tunisia,Bahrain,0.0
Turkey,Bahrain,82247.8496
Uganda,Bahrain,0.0
Ukraine,Bahrain,0.0
North Macedonia,Bahrain,0.0
Egypt,Bahrain,43542.9792
United Kingdom,Bahrain,280610.31039999996
Tanzania,Bahrain,0.0
USA,Bahrain,462039.3904
Uruguay,Bahrain,0.0
Uzbekistan,Bahrain,0.0
Venezuela,Bahrain,0.0
Serbia,Bahrain,0.0
Zambia,Bahrain,0.0
,Bahrain,0.0
,Bahrain,12095272.0
Afghanistan,Bangladesh,0.0
Albania,Bangladesh,0.0
Algeria,Bangladesh,0.0
Angola,Bangladesh,0.0
Azerbaijan,Bangladesh,0.0
Argentina,Bangladesh,0.0
Australia,Bangladesh,0.0
Austria,Bangladesh,21844.105199999998
Bahrain,Bangladesh,0.0
Armenia,Bangladesh,0.0
Belgium,Bangladesh,385912.5252
Bolivia,Bangladesh,0.0
Bosnia & Herzegovina,Bangladesh,0.0
Botswana,Bangladesh,0.0
Brazil,Bangladesh,0.0
Brunei Darussalam,Bangladesh,0.0
Bulgaria,Bangladesh,0.0
Myanmar,Bangladesh,0.0
Belarus,Bangladesh,0.0
Cambodia,Bangladesh,0.0
Cameroon,Bangladesh,0.0
Canada,Bangladesh,7281.3684
Sri Lanka,Bangladesh,7281.3684
Chile,Bangladesh,0.0
China,Bangladesh,41751366.405600004
Taipei,Bangladesh,182034.21
Colombia,Bangladesh,0.0
Congo (DRC),Bangladesh,0.0
Costa Rica,Bangladesh,0.0
Croatia,Bangladesh,43688.210399999996
Cuba,Bangladesh,0.0
Cyprus,Bangladesh,0.0
Czech Republic,Bangladesh,7281.3684
Denmark,Bangladesh,7281.3684
Dominican Republic,Bangladesh,0.0
Ecuador,Bangladesh,0.0
El Salvador,Bangladesh,0.0
Ethiopia,Bangladesh,0.0
Estonia,Bangladesh,0.0
Finland,Bangladesh,101939.1576
France,Bangladesh,1616463.7848
Georgia,Bangladesh,0.0
Germany,Bangladesh,1703840.2056
Ghana,Bangladesh,0.0
Greece,Bangladesh,0.0
Guatemala,Bangladesh,0.0
Honduras,Bangladesh,0.0
Hong Kong,Bangladesh,11540968.914
Hungary,Bangladesh,0.0
Iceland,Bangladesh,0.0
India,Bangladesh,2584885.7819999997
Indonesia,Bangladesh,21844.105199999998
Iran,Bangladesh,0.0
Ireland,Bangladesh,0.0
Israel,Bangladesh,0.0
Italy,Bangladesh,2242661.4672000003
Côte d'Ivoire,Bangladesh,0.0
Japan,Bangladesh,968421.9972
Kazakhstan,Bangladesh,0.0
Jordan,Bangladesh,0.0
Kenya,Bangladesh,0.0
Korea,Bangladesh,101939.1576
Kuwait,Bangladesh,0.0
Kyrgyz Republic,Bangladesh,0.0
Lao PDR,Bangladesh,0.0
Lebanese Republic,Bangladesh,0.0
Latvia,Bangladesh,0.0
Libya,Bangladesh,0.0
Lithuania,Bangladesh,0.0
Luxembourg,Bangladesh,0.0
Macao,Bangladesh,0.0
Malaysia,Bangladesh,72813.68400000001
Mali,Bangladesh,0.0
Malta,Bangladesh,0.0
Mauritius,Bangladesh,0.0
Mexico,Bangladesh,0.0
Mongolia,Bangladesh,0.0
Moldova,Bangladesh,0.0
Morocco,Bangladesh,0.0
Mozambique,Bangladesh,0.0
Oman,Bangladesh,0.0
Namibia,Bangladesh,0.0
Nepal,Bangladesh,0.0
Netherlands,Bangladesh,320380.2096
New Zealand,Bangladesh,0.0
Nicaragua,Bangladesh,0.0
Nigeria,Bangladesh,0.0
Norway,Bangladesh,36406.842000000004
Pakistan,Bangladesh,21844.105199999998
Panama,Bangladesh,0.0
Paraguay,Bangladesh,0.0
Peru,Bangladesh,0.0
Philippines,Bangladesh,0.0
Poland,Bangladesh,0.0
Portugal,Bangladesh,0.0
Qatar,Bangladesh,0.0
Romania,Bangladesh,0.0
Russian Federation,Bangladesh,1929562.626
Saudi Arabia,Bangladesh,0.0
Senegal,Bangladesh,0.0
Singapore,Bangladesh,4667357.144400001
Slovak Republic,Bangladesh,0.0
Viet Nam,Bangladesh,14562.7368
Slovenia,Bangladesh,0.0
South Africa,Bangladesh,0.0
Zimbabwe,Bangladesh,0.0
Spain,Bangladesh,167471.4732
Sudan,Bangladesh,0.0
Sweden,Bangladesh,36406.842000000004
Switzerland,Bangladesh,269410.6308
Thailand,Bangladesh,291254.73600000003
Trinidad and Tobago,Bangladesh,0.0
United Arab Emirates,Bangladesh,50969.5788
Tunisia,Bangladesh,0.0
Turkey,Bangladesh,21844.105199999998
Uganda,Bangladesh,0.0
Ukraine,Bangladesh,14562.7368
North Macedonia,Bangladesh,0.0
Egypt,Bangladesh,0.0
United Kingdom,Bangladesh,87376.42079999999
Tanzania,Bangladesh,0.0
USA,Bangladesh,1361615.8908000002
Uruguay,Bangladesh,0.0
Uzbekistan,Bangladesh,0.0
Venezuela,Bangladesh,0.0
Serbia,Bangladesh,0.0
Zambia,Bangladesh,0.0
,Bangladesh,145627.36800000002
,Bangladesh,72813684.0
Afghanistan,Armenia,0.0
Albania,Armenia,0.0
Algeria,Armenia,0.0
Angola,Armenia,0.0
Azerbaijan,Armenia,0.0
Argentina,Armenia,0.0
Australia,Armenia,0.0
Austria,Armenia,6861.424800000001
Bahrain,Armenia,0.0
Bangladesh,Armenia,0.0
Belgium,Armenia,0.0
Bolivia,Armenia,0.0
Bosnia & Herzegovina,Armenia,0.0
Botswana,Armenia,0.0
Brazil,Armenia,0.0
Brunei Darussalam,Armenia,0.0
Bulgaria,Armenia,0.0
Myanmar,Armenia,0.0
Belarus,Armenia,27445.699200000003
Cambodia,Armenia,0.0
Cameroon,Armenia,0.0
Canada,Armenia,0.0
Sri Lanka,Armenia,0.0
Chile,Armenia,0.0
China,Armenia,66226472.169599995
Taipei,Armenia,34307.124
Colombia,Armenia,0.0
Congo (DRC),Armenia,0.0
Costa Rica,Armenia,0.0
Croatia,Armenia,0.0
Cuba,Armenia,0.0
Cyprus,Armenia,0.0
Czech Republic,Armenia,41168.5488
Denmark,Armenia,0.0
Dominican Republic,Armenia,0.0
Ecuador,Armenia,0.0
El Salvador,Armenia,0.0
Ethiopia,Armenia,0.0
Estonia,Armenia,0.0
Finland,Armenia,0.0
France,Armenia,68614.248
Georgia,Armenia,0.0
Germany,Armenia,240149.86800000002
Ghana,Armenia,0.0
Greece,Armenia,0.0
Guatemala,Armenia,0.0
Honduras,Armenia,0.0
Hong Kong,Armenia,0.0
Hungary,Armenia,20584.2744
Iceland,Armenia,0.0
India,Armenia,48029.9736
Indonesia,Armenia,0.0
Iran,Armenia,0.0
Ireland,Armenia,0.0
Israel,Armenia,0.0
Italy,Armenia,20584.2744
Côte d'Ivoire,Armenia,0.0
Japan,Armenia,34307.124
Kazakhstan,Armenia,0.0
Jordan,Armenia,0.0
Kenya,Armenia,0.0
Korea,Armenia,27445.699200000003
Kuwait,Armenia,0.0
Kyrgyz Republic,Armenia,0.0
Lao PDR,Armenia,0.0
Lebanese Republic,Armenia,0.0
Latvia,Armenia,0.0
Libya,Armenia,0.0
Lithuania,Armenia,75475.6728
Luxembourg,Armenia,0.0
Macao,Armenia,0.0
Malaysia,Armenia,137228.496
Mali,Armenia,0.0
Malta,Armenia,0.0
Mauritius,Armenia,0.0
Mexico,Armenia,6861.424800000001
Mongolia,Armenia,0.0
Moldova,Armenia,0.0
Morocco,Armenia,0.0
Mozambique,Armenia,0.0
Oman,Armenia,0.0
Namibia,Armenia,0.0
Nepal,Armenia,0.0
Netherlands,Armenia,0.0
New Zealand,Armenia,0.0
Nicaragua,Armenia,0.0
Nigeria,Armenia,0.0
Norway,Armenia,0.0
Pakistan,Armenia,0.0
Panama,Armenia,0.0
Paraguay,Armenia,0.0
Peru,Armenia,0.0
Philippines,Armenia,13722.849600000001
Poland,Armenia,0.0
Portugal,Armenia,0.0
Qatar,Armenia,0.0
Romania,Armenia,0.0
Russian Federation,Armenia,974322.3216
Saudi Arabia,Armenia,0.0
Senegal,Armenia,0.0
Singapore,Armenia,0.0
Slovak Republic,Armenia,0.0
Viet Nam,Armenia,178397.0448
Slovenia,Armenia,0.0
South Africa,Armenia,0.0
Zimbabwe,Armenia,0.0
Spain,Armenia,6861.424800000001
Sudan,Armenia,0.0
Sweden,Armenia,0.0
Switzerland,Armenia,34307.124
Thailand,Armenia,68614.248
Trinidad and Tobago,Armenia,0.0
United Arab Emirates,Armenia,0.0
Tunisia,Armenia,0.0
Turkey,Armenia,0.0
Uganda,Armenia,0.0
Ukraine,Armenia,0.0
North Macedonia,Armenia,0.0
Egypt,Armenia,0.0
United Kingdom,Armenia,41168.5488
Tanzania,Armenia,0.0
USA,Armenia,68614.248
Uruguay,Armenia,0.0
Uzbekistan,Armenia,0.0
Venezuela,Armenia,0.0
Serbia,Armenia,13722.849600000001
Zambia,Armenia,0.0
,Armenia,178397.0448
,Armenia,68614248.0
Afghanistan,Barbados,0.0
Albania,Barbados,0.0
Algeria,Barbados,0.0
Angola,Barbados,0.0
Azerbaijan,Barbados,0.0
Argentina,Barbados,0.0
Australia,Barbados,0.0
Austria,Barbados,0.0
